,TARIH,FONKODU,FONUNVAN,FIYAT,TEDPAYSAYISI,KISISAYISI,PORTFOYBUYUKLUK,BORSABULTENFIYAT
886,1688688000000,OPL,OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON,3.036363,2894621.0,311.0,8789120.92,-
887,1688688000000,OPP,GARANTİ PORTFÖY ÖPY SERBEST (DÖVİZ) ÖZEL FON,3.756964,180000000.0,1.0,676253582.21,-
888,1688688000000,OPU,QİNVEST PORTFÖY ÜÇÜNCÜ KATILIM SERBEST FON,0.999989,1000000.0,1.0,999989.1,-
889,1688688000000,OPZ,AK PORTFÖY ÖPY ALTINCI SERBEST ÖZEL FON,1.939685,125156982.0,1.0,242765109.9,-
890,1688688000000,ORC,QİNVEST PORTFÖY BİRİNCİ SERBEST FON,1.52374,20037945.0,1.0,30532626.04,-
891,1688688000000,ORS,DENİZ PORTFÖY ORS SERBEST ÖZEL FON,57.323037,5582446.0,2.0,320002756.25,-
892,1688688000000,OSD,OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,3.722213,17192578.0,610.0,63994433.02,-
893,1688688000000,OSF,NEO PORTFÖY BALKAN SERBEST FON,2.062669,10161541.0,3.0,20959893.88,-
894,1688688000000,OSH,OSMANLI PORTFÖY MİNERVA SERBEST FON,0.204924,137573390.0,10.0,28192131.38,-
895,1688688000000,OSL,OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.044878,5276078257.0,4073.0,236779636.45,-
896,1688688000000,OTE,QNB FİNANS PORTFÖY TAYMER SERBEST (DÖVİZ) ÖZEL FON,28.271924,4250000.0,2.0,120155676.57,-
897,1688688000000,OTF,OYAK PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,2.169917,85933347.0,1445.0,186468209.01,-
898,1688688000000,OTJ,OYAK PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU,1.826751,199148071.0,11807.0,363793927.98,-
899,1688688000000,OTK,OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON,3.139726,601915.0,20.0,1889848.03,-
900,1688688000000,OTS,QNB FİNANS PORTFÖY ONBİRİNCİ SERBEST (DÖVİZ) FON,27.337426,15580000.0,174.0,425917090.56,-
901,1688688000000,OTZ,QNB FİNANS PORTFÖY TANER SERBEST (DÖVİZ) ÖZEL FON,28.626632,4322409.0,4.0,123736010.44,-
902,1688688000000,OUB,OSMANLI PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,1.777424,124970343.0,11.0,222125299.75,-
903,1688688000000,OUD,OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON,27.946707,4302229.0,74.0,120233133.71,-
904,1688688000000,OUR,OSMANLI PORTFÖY PASİFİK SERBEST (DÖVİZ) FON,25.655253,418186.0,9.0,10728667.47,-
905,1688688000000,OUY,QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,28.982086,45590230.0,2.0,1321299971.33,-
906,1688688000000,OVD,QNB FİNANS PORTFÖY EMTİA FON SEPETİ FONU,1.279382,48497071.0,2025.0,62046297.69,-
907,1688688000000,OVF,QNB FİNANS PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) FON,19.947629,45070000.0,308.0,899039656.15,-
908,1688688000000,OVR,QNB FİNANS PORTFÖY FAGİ SERBEST (DÖVİZ) ÖZEL FON,29.857362,6251307.0,1.0,186647538.85,-
909,1688688000000,OVT,QNB FİNANS PORTFÖY DCD SERBEST (DÖVİZ) ÖZEL FON,31.220665,10318652.0,1.0,322155181.82,-
910,1688688000000,OYL,OYAK PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,0.04549,9215047598.729,4259.0,419194180.7,-
911,1688688000000,OYS,OYAK PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,6.73884,897938832.0,11.0,6051065911.79,-
912,1688688000000,OYT,OYAK PORTFÖY BİRİNCİ SERBEST FON,0.035918,9471521155.0,53.0,340202654.63,-
913,1688688000000,OZC,QİNVEST PORTFÖY BİRİNCİ SERBEST ÖZEL FON,1.41826,211761520.0,1.0,300332876.19,-
914,1688688000000,OZF,QNB FİNANS PORTFÖY SEKİZİNCİ SERBEST(DÖVİZ) FON,27.248729,33590000.0,242.0,915284796.01,-
915,1688688000000,PAC,AZİMUT PORTFÖY AC SERBEST ÖZEL FON,1.506367,244469211.0,1.0,368260334.25,-
916,1688688000000,PAI,AK PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATINUM DEĞİŞKEN ÖZEL FON,2.210078,4277741.0,156.0,9454142.95,-
917,1688688000000,PAL,AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON,27.426427,989551511.0,9397.0,27139862503.82,-
918,1688688000000,PAP,AK PORTFÖY MİSTRAL SERBEST(DÖVİZ) ÖZEL FON,28.68935,4518473.0,1.0,129632051.51,-
919,1688688000000,PBB,AZİMUT PORTFÖY BB SERBEST (DÖVİZ) ÖZEL FON,27.535279,5508360.0,1.0,151674229.85,-
920,1688688000000,PBK,QİNVEST PORTFÖY BİRİNCİ KATILIM SERBEST(DÖVİZ) FON,26.799445,3064414.0,59.0,82124593.58,-
921,1688688000000,PBS,AZİMUT PORTFÖY BOĞAZİÇİ SERBEST (DÖVİZ) FON,28.276492,1233034.0,3.0,34865876.56,-
922,1688688000000,PCN,PERFORM PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ)  FON,29.203017,8172259.0,4.0,238654618.21,-
923,1688688000000,PDD,QİNVEST PORTFÖY KATILIM FONU,1.960007,46227451.0,124.0,90606143.04,-
924,1688688000000,PDF,QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,27.50658,6556880.0,39.0,180357343.58,-
925,1688688000000,PFS,ATLAS PORTFÖY FON SEPETİ FONU,0.0,0.0,0.0,0.0,-
926,1688688000000,PHS,PERFORM PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.161488,228967138.0,20.0,265942669.29,-
927,1688688000000,PIL,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU,1.307115,2504058.0,499.0,3273092.6,-
928,1688688000000,PJL,PHİLLİP PORTFÖY PARA PİYASASI FONU,1.423138,102516488.0,4297.0,145895119.84,-
929,1688688000000,PJP,PERFORM PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,26.537065,17679012.0,1.0,469149089.68,-
930,1688688000000,PKF,ATA PORTFÖY ALTIN KATILIM FONU,1.192881,84551993.0,436.0,100860442.91,-
931,1688688000000,PLS,DENİZ PORTFÖY LARA SERBEST (DÖVİZ) ÖZEL FON,9.778138,35885568.0,6.0,350894053.91,-
932,1688688000000,PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.48948,4995568.0,487.0,17431932.73,-
933,1688688000000,PPD,PERFORM PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),9.767838,78369301.0,83.0,765498643.12,-
934,1688688000000,PPF,AZİMUT PORTFÖY AKÇE SERBEST FON,1.504006,20477734.0,1.0,30798636.2,-
935,1688688000000,PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,1.504827,146988327.0,474.0,221192011.08,-
936,1688688000000,PPS,PHİLLİP PORTFÖY BİRİNCİ SERBEST FON,1.287722,1735639.0,3.0,2235019.98,-
937,1688688000000,PPZ,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU,1.756135,4107128819.0,11614.0,7212671728.53,-
938,1688688000000,PRF,AZİMUT PORTFÖY IRF SERBEST (DÖVİZ) ÖZEL FON,25.483809,2467597.0,2.0,62883769.91,-
939,1688688000000,PRU,ALLBATROSS PORTFÖY PARA PİYASASI SERBEST (TL) FON,0.937293,2857469162.0,59.0,2678286876.21,-
940,1688688000000,PRZ,ROTA PORTFÖY POYRAZ SERBEST ÖZEL FON,2.404895,39920309.0,1.0,96004149.46,-
941,1688688000000,PSG,AZİMUT PORTFÖY 9.0 SERBEST FON,3.773092,14944529.0,28.0,56387078.22,-
942,1688688000000,PSL,AZİMUT PORTFÖY 8.0 SERBEST FON,3.421206,28693839.0,81.0,98167541.05,-
943,1688688000000,PSS,AZİMUT PORTFÖY SARAY SERBEST FON,1.690606,49290816.0,2.0,83331343.08,-
944,1688688000000,PTC,PERFORM PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,27.29402,16166835.0,14.0,441257920.86,-
945,1688688000000,PTG,AZİMUT PORTFÖY KZY SERBEST (DÖVİZ) ÖZEL FON,27.141008,2705143.0,1.0,73420308.31,-
946,1688688000000,PUA,AZİMUT PORTFÖY ADEMİR SERBEST ÖZEL FON,2.679953,593363902.0,2.0,1590187478.72,-
947,1688688000000,PUC,AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON,2.026901,8013211.0,25.0,16241981.87,-
948,1688688000000,PUD,AK PORTFÖY AKY SERBEST (DÖVİZ) ÖZEL FON,37.15582,4528412.0,3.0,168256860.41,-
949,1688688000000,PUR,AK PORTFÖY İKİNCİ KISA VADELİ SERBEST (TL) FON,2.807395,13425655747.0,7385.0,37691113643.63,-
950,1688688000000,PUT,AK PORTFÖY ÖPY BEŞİNCİ SERBEST ÖZEL FON,2.265572,877787362.0,1.0,1988690855.48,-
951,1688688000000,PUV,AK PORTFÖY PRUVA SERBEST (DÖVİZ) ÖZEL FON,0.0,0.0,0.0,1.0,-
952,1688688000000,PUZ,AZİMUT PORTFÖY LUNA SERBEST ÖZEL FON,3.128174,72447884.0,2.0,226629590.74,-
953,1688688000000,PVK,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,1.683329,478580878.0,158.0,805609305.29,-
954,1688688000000,PYF,AZİMUT PORTFÖY YONCA SERBEST ÖZEL FON,3.554291,218111612.0,8.0,775232213.36,-
955,1688688000000,PYH,AZİMUT PORTFÖY 10.0 SERBEST FON,2.68562,4449344.0,1.0,11949246.37,-
956,1688688000000,PYL,AZİMUT PORTFÖY 11.0 SERBEST FON,3.353134,74587983.0,14.0,250103510.69,-
957,1688688000000,PYS,YAPI KREDİ PORTFÖY PY HARBİYE SERBEST (DÖVİZ) ÖZEL FON,25.771667,11069748.0,38.0,285285863.29,-
958,1688688000000,RAF,ROTA PORTFÖY ALTINCI SERBEST FON,1.325721,23404383.0,11.0,31027685.07,-
959,1688688000000,RAY,ROTA PORTFÖY RAY SİGORTA SERBEST (TL) ÖZEL FON,1.116972,436793424.0,1.0,487886086.25,-
960,1688688000000,RBA,ALBARAKA PORTFÖY ALTIN KATILIM FONU,5.311809,41318368.0,1555.0,219475297.54,-
961,1688688000000,RBE,ROTA PORTFÖY BEŞİNCİ SERBEST (TL) FON,1.120709,270441229.0,13.0,303085801.95,-
962,1688688000000,RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),10.376576,31114427.0,2811.0,322861215.37,-
963,1688688000000,RBK,ALBARAKA PORTFÖY KATILIM FONU,3.535924,9077952.0,720.0,32098952.76,-
964,1688688000000,RBR,RE-PIE  PORTFÖY BİRİNCİ KATILIM SERBEST FON,1.085404,20347151.0,53.0,22084881.41,-
965,1688688000000,RBT,ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU,2.008424,2348515.0,263.0,4716813.24,-
966,1688688000000,RBV,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,2.121558,456985647.0,2537.0,969521567.82,-
967,1688688000000,RCL,ROTA PORTFÖY CELO SERBEST (DÖVİZ) ÖZEL FON,26.632353,2785011.0,2.0,74171395.78,-
968,1688688000000,RCS,ROTA PORTFÖY CS SERBEST ÖZEL FON,2.456488,42516633.0,1.0,104441578.85,-
969,1688688000000,RDS,ROTA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,26.938124,4640741.0,13.0,125012854.91,-
970,1688688000000,RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),1.941683,7393751.0,65.0,14356324.15,-
971,1688688000000,RIH,RE-PIE PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.0,0.0,0.0,0.0,-
972,1688688000000,RIK,RE-PIE PORTFÖY İKİNCİ DEĞİŞKEN FON,1.402281,146858487.0,974.0,205936794.19,-
973,1688688000000,RJG,RE-PIE PORTFÖY ALTIN KATILIM FONU,0.0,0.0,0.0,0.0,-
974,1688688000000,RKL,AZİMUT PORTFÖY ALARKO YATIRIM BİRİNCİ SERBEST (TL) ÖZEL FON,0.0,0.0,0.0,0.0,-
975,1688688000000,ROD,ROTA PORTFÖY ODEABANK BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,26.76626,75792721.0,1406.0,2028687650.64,-
976,1688688000000,RPC,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,1.793866,8595728.0,381.0,15419581.01,-
977,1688688000000,RPD,RE-PIE PORTFÖY BİRİNCİ DEĞİŞKEN FON,3.61842,64812872.0,2341.0,234520193.76,-
978,1688688000000,RPE,ROTA PORTFÖY EGE SERBEST ÖZEL FON,3.395096,7218994.0,1.0,24509180.82,-
979,1688688000000,RPG,ROTA PORTFÖY ALTIN FONU,1.585126,47747392.0,631.0,75685631.87,-
980,1688688000000,RPK,ROTA PORTFÖY TGK KAR PAYI ÖDEYEN SERBEST (DÖVİZ) ÖZEL FON,27.944351,3023317.0,5.0,84484631.64,-
981,1688688000000,RPM,ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON,1.638089,17937494.0,2701.0,29383204.46,-
982,1688688000000,RPN,ROTA PORTFÖY NEV SERBEST FON,2.548689,177743603.0,18.0,453013229.84,-
983,1688688000000,RPO,ROTA PORTFÖY FORTİS SERBEST (TL) ÖZEL FON,2.462218,167380882.0,2.0,412128200.13,-
984,1688688000000,RPP,ROTA PORTFÖY PARA PİYASASI (TL) FONU,1.313982,487107258.0,147.0,640049938.26,-
985,1688688000000,RPS,ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,27.631599,14738989.0,66.0,407261830.42,-
986,1688688000000,RPT,ROTA PORTFÖY İKİNCİ SERBEST (TL) FON,1.352558,105345796.0,44.0,142486335.41,-
987,1688688000000,RPU,ALBARAKA PORTFÖY ÜÇÜNCÜ KISA VADELİ KATILIM SERBEST (TL) FON,1.028327,901601203.0,2.0,927140487.12,-
988,1688688000000,RPX,ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,29.080895,1329378.0,25.0,38659501.69,-
989,1688688000000,RSF,ATA PORTFÖY ROYAL SERBEST (TL) FON,2.137078,1459186.0,94.0,3118393.93,-
990,1688688000000,RTG,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,1.721445,120839705.0,5233.0,208018874.05,-
991,1688688000000,RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),2.198128,97706282.0,209.0,214770919.03,-
992,1688688000000,RTI,ALBARAKA PORTFÖY ALBARAKA TÜRK İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,0.0,0.0,0.0,0.0,-
993,1688688000000,RTP,RE-PIE PORTFÖY BİRİNCİ SERBEST FON,2.720358,7943467.0,172.0,21609072.39,-
994,1688688000000,RUH,RE-PIE PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.0,0.0,0.0,0.0,-
995,1688688000000,RYF,ROTA PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.375228,136458515.0,18.0,187661565.32,-
996,1688688000000,RZR,ROTA PORTFÖY RZR SERBEST ÖZEL FON,1.788189,53687405.0,2.0,96003226.48,-
997,1688688000000,SBI,STRATEJİ PORTFÖY BİRİNCİ SERBEST (TL) FON,1.413944,8088216.0,22.0,11436285.64,-
998,1688688000000,SBS,STRATEJİ PORTFÖY BAŞAK SERBEST (DÖVİZ) ÖZEL FON,30.385522,2382744.0,1.0,72400920.25,-
999,1688688000000,SFA,STATECH PORTFÖY ALPHA SERBEST FON,2.025484,96055150.0,19.0,194558146.5,-
1000,1688688000000,SHE,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON,1.174854,16674495.0,155.0,19590099.0,-
1001,1688688000000,SHS,AZİMUT PORTFÖY SENTEZ HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0.994152,637632498.0,6.0,633903458.08,-
1002,1688688000000,SJP,STRATEJİ PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,26.360301,3515603.0,19.0,92672351.92,-
1003,1688688000000,SKT,FİBA PORTFÖY ŞEKERBANK KISA VADELİ BORÇLANMA ARAÇLARI FONU,0.034616,472307532.0,2211.0,16349161.87,-
1004,1688688000000,SLF,FİBA PORTFÖY ŞEKERBANK PARA PİYASASI (TL) FONU,3.092346,138706895.0,7066.0,428929677.92,-
1005,1688688000000,SMP,İŞ PORTFÖY SOMPO SİGORTA KAR PAYI ÖDEYEN SERBEST (TL) ÖZEL FON,0.0,0.0,1.0,0.0,-
1006,1688688000000,SPA,AZIMUT PORTFÖY 6.0 SERBEST (DÖVIZ) FON,27.981857,60087942.0,380.0,1681372199.78,-
1007,1688688000000,SPD,AZIMUT PORTFÖY BEG SERBEST (DÖVIZ) ÖZEL FON,32.417805,7395912.0,1.0,239759231.83,-
1008,1688688000000,SPE,AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON,38.321196,12639638.0,224.0,484366046.34,-
1009,1688688000000,SPG,AZİMUT PORTFÖY BEG SERBEST ÖZEL FON,0.0,0.0,0.0,0.0,-
1010,1688688000000,SPN,AZIMUT PORTFÖY PİYASA NÖTR SERBEST FON,2.938654,112581212.0,235.0,330837185.26,-
1011,1688688000000,SRE,AZİMUT PORTFÖY SİRİUS SERBEST (DÖVİZ) ÖZEL FON,26.748321,15654990.0,1.0,418744697.37,-
1012,1688688000000,SRO,AZİMUT PORTFÖY SKY SERBEST ÖZEL FON,8.79171,294084440.0,6.0,2585505048.03,-
1013,1688688000000,SRY,AZİMUT PORTFÖY SKY SERBEST (DÖVİZ) ÖZEL FON,0.0,0.0,0.0,0.0,-
1014,1688688000000,SSO,AK PORTFÖY AK SANDIK SERBEST ÖZEL FON,3.683993,434698945.0,1.0,1601427713.05,-
1015,1688688000000,STS,STRATEJİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,36.105478,5218082.0,32.0,188401342.75,-
1016,1688688000000,STZ,STRATEJİ PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),7.311537,11013662.0,33.0,80526801.97,-
1017,1688688000000,ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),89.38013,6993200.149,4450.0,625053137.63,-
1018,1688688000000,SUA,ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.161412,1264716880.0,750.0,204139856.31,-
1019,1688688000000,SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,0.153055,239562678.0,1315.0,36666201.03,-
1020,1688688000000,SUC,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON,6.368745,4906414.0,318.0,31247698.86,-
1021,1688688000000,SVB,STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON,2.598195,8455031.0,636.0,21967815.69,-
1022,1688688000000,SYL,AZİMUT PORTFÖY SYH SERBEST ÖZEL FON,1488.695221,276806.0,1.0,412079769.29,-
1023,1688688000000,TAO,TEB PORTFÖY ALARKO GRUBU DEĞİŞKEN ÖZEL FON,6.273834,46936482.0,2.0,294471694.38,-
1024,1688688000000,TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,1.322798,46520967.0,4810.0,61537855.03,-
1025,1688688000000,TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.195768,1807939648.0,7627.0,353936053.74,-
1026,1688688000000,TBE,TEB PORTFÖY SAĞLIK VE BİYOTEKNOLOJİ DEĞİŞKEN FON,1.295966,25668499.0,904.0,33265489.43,-
1027,1688688000000,TBP,İŞ PORTFÖY PRİVİA BANKACILIK FON SEPETİ ÖZEL FONU,0.101037,2275257237.0,220.0,229885348.54,-
1028,1688688000000,TBT,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU,29.700931,524958.519,1393.0,15591756.74,-
1029,1688688000000,TBV,İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,0.117709,403130011.0,1469.0,47452001.3,-
1030,1688688000000,TBZ,TEB PORTFÖY SEKİZİNCİ SERBEST (DÖVİZ) FON,27.682167,6573507.0,49.0,181968918.33,-
1031,1688688000000,TB9,TEB PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) FON,26.374987,448117307.0,3095.0,11819088075.61,-
1032,1688688000000,TCA,ZİRAAT PORTFÖY ALTIN KATILIM FONU,0.210933,16386061326.062,20426.0,3456355126.95,-
1033,1688688000000,TCB,TACİRLER PORTFÖY PARA PİYASASI FONU,0.064017,2056035152.0,967.0,131620232.85,-
1034,1688688000000,TCC,TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON,0.035473,11100591531.0,61.0,393772292.02,-
1035,1688688000000,TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,19.368852,103568689.0,22418.0,2006006559.22,-
1036,1688688000000,TCF,TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,1.279985,72703891.0,138.0,93059906.66,-
1037,1688688000000,TCG,TEB PORTFÖY CEMAY SERBEST (DÖVİZ) ÖZEL FON,27.980012,5328761.0,1.0,149098798.73,-
1038,1688688000000,TCI,TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,3.026904,150120354.0,12.0,454399882.03,-
1039,1688688000000,TCS,TACİRLER PORTFÖY SİRİUS SERBEST FON,12.274332,33031706.0,45.0,405442136.38,-
1040,1688688000000,TDG,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,0.258492,3142344349.0,2361.0,812270287.39,-
1041,1688688000000,TDP,TEB PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,28.521591,33438992.0,249.0,953733260.58,-
1042,1688688000000,TE3,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,11.476782,52791198.0,2338.0,605873077.66,-
1043,1688688000000,TE4,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON,2.100135,99262479.0,502.0,208464622.48,-
1044,1688688000000,TFF,TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU,12.872794,25734976.0,8469.0,331281056.3,-
1045,1688688000000,TGA,GARANTİ PORTFÖY AGRESİF DEĞİŞKEN FON,0.153115,3379420433.0,5614.0,517439724.33,-
1046,1688688000000,TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,0.105744,10933209999.0,26497.0,1156117621.21,-
1047,1688688000000,TGR,AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,3.294451,72460726.0,9747.0,238718337.74,-
1048,1688688000000,TGT,GARANTİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU,0.035083,20505293147.0,65885.0,719380489.85,-
1049,1688688000000,TGV,TACİRLER PORTFÖY KG SERBEST ÖZEL FON,4.23041,325969021.0,12.0,1378982533.08,-
1050,1688688000000,TGX,TEB PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,1.409532,30189393.0,1390.0,42552910.11,-
1051,1688688000000,TGZ,TACİRLER PORTFÖY SPİCA SERBEST (TL) FON,1.50495,207587803.0,11.0,312409194.24,-
1052,1688688000000,THD,TRİVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),0.98734,3073582.0,77.0,3034669.59,-
1053,1688688000000,THG,TACİRLER PORTFÖY ODEABANK SERBEST ÖZEL FON,1.977566,120668417.0,531.0,238629744.12,-
1054,1688688000000,THH,AZİMUT PORTFÖY CCO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),37.705185,42479683.0,1.0,1601704297.62,-
1055,1688688000000,THO,AZİMUT PORTFÖY 20.0 SERBEST (DÖVİZ) FON,26.233824,5675504.0,46.0,148890172.31,-
1056,1688688000000,THP,AZİMUT PORTFÖY 21.0 SERBEST (DÖVİZ) FON,26.042958,583089.0,3.0,15185362.56,-
1057,1688688000000,THS,AZİMUT PORTFÖY AEB SERBEST (DÖVİZ) ÖZEL FON,25.741751,4978013.0,1.0,128142769.04,-
1058,1688688000000,THV,ATA PORTFÖY ALTINCI SERBEST (TL) FON,8.233664,303897.0,88.0,2502185.81,-
1059,1688688000000,TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.295776,2154936885.0,8175.0,637378409.66,-
1060,1688688000000,TIP,TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM SERBEST (DÖVİZ) ÖZEL FON,31.623146,4059549.0,33.0,128375709.96,-
1061,1688688000000,TIT,TEB PORTFÖY YEDİNCİ SERBEST (DÖVİZ) FON,27.547403,16738700.0,203.0,461107715.5,-
1062,1688688000000,TIV,İŞ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,16.413869,306851147.0,77554.0,5036614522.43,-
1063,1688688000000,TI1,İŞ PORTFÖY PARA PİYASASI (TL) FONU,460.427618,34516345.0,99348.0,15892278519.44,-
1064,1688688000000,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),404.84752,1720729.789,5557.0,696633187.97,-
1065,1688688000000,TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),460.347647,2335076.0,12359.0,1074946742.05,-
1066,1688688000000,TI4,İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON,195.545402,2826386.0,9009.0,552686785.81,-
1067,1688688000000,TI6,İŞ PORTFÖY ORTA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,213.401845,939167.914,3975.0,200420165.19,-
1068,1688688000000,TI7,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON,30.905974,22153193.0,10583.0,684666011.89,-
1069,1688688000000,TJB,TACİRLER PORTFÖY BDR SERBEST ÖZEL FON,3.30526,49874992.0,1.0,164849817.63,-
1070,1688688000000,TJF,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,2.395747,58582174.0,791.0,140348061.84,-
1071,1688688000000,TJI,TEB PORTFÖY İKİNCİ FON SEPETİ FONU,2.147315,150906682.0,754.0,324044230.61,-
1072,1688688000000,TJL,AZİMUT PORTFÖY TAYD SERBEST ÖZEL FON,7.235654,67323580.0,1.0,487130162.1,-
1073,1688688000000,TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,28.209983,12859851.0,261.0,362776182.9,-
