,TARIH,FONKODU,FONUNVAN,FIYAT,TEDPAYSAYISI,KISISAYISI,PORTFOYBUYUKLUK,BORSABULTENFIYAT
699,1688688000000,KCV,KT PORTFÖY ÇOKLU VARLIK KATILIM FONU,1.289049,71650767.0,1854.0,92361358.46,-
700,1688688000000,KDK,KT PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-ABD DOLARI) ÖZEL FON,25.143931,50000.0,1.0,1257196.57,-
701,1688688000000,KDL,KT PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON,26.720621,1067081511.0,6393.0,28513080105.99,-
702,1688688000000,KDS,KT PORTFÖY YEDİNCİ KATILIM SERBEST (DÖVİZ) FON,26.330527,71846006.0,58.0,1891743211.55,-
703,1688688000000,KFK,AZİMUT PORTFÖY KAAN SERBEST ÖZEL FON,3.813622,29119767.0,2.0,111051774.16,-
704,1688688000000,KHT,ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.346673,198373.0,48.0,267143.54,-
705,1688688000000,KHU,KT PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) ÖZEL FON,27.692656,95518.0,1.0,2645147.09,-
706,1688688000000,KIA,TRIVE PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,1.499982,1431453.0,108.0,2147153.53,-
707,1688688000000,KIB,TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,1.543014,5570367.0,477.0,8595152.01,-
708,1688688000000,KID,TRIVE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,26.370912,757173.0,33.0,19967342.87,-
709,1688688000000,KIE,TRIVE PORTFÖY PARA PİYASASI (TL) FONU,1.251139,107759554.0,447.0,134822126.99,-
710,1688688000000,KIF,TRIVE PORTFÖY EMTİA SERBEST FON,1.298721,4010613.0,69.0,5208665.49,-
711,1688688000000,KIS,QİNVEST PORTFÖY KİRA SERTİFİKASI KATILIM (DÖVİZ) FONU,0.101922,1946818993.0,1396.0,198423425.02,-
712,1688688000000,KJK,KT PORTFÖY KUVEYT TÜRK YABANCI KATILIM SERBEST ÖZEL FON,8.071552,8917.0,1.0,71974.03,-
713,1688688000000,KKB,KT PORTFÖY EKAS KATILIM SERBEST (DÖVİZ) ÖZEL FON,28.3001,10440838.0,2.0,295476760.22,-
714,1688688000000,KKH,İŞ PORTFÖY DENGELİ FON SEPETİ FONU,2.331005,53485944.0,3741.0,124676000.38,-
715,1688688000000,KLL,KT PORTFÖY TLL KATILIM SERBEST (DÖVİZ) ÖZEL FON,26.672151,15906388.0,2.0,424257584.58,-
716,1688688000000,KLM,İŞ PORTFÖY KALAMIŞ SERBEST (DÖVİZ) ÖZEL FON,26.842886,13182667.0,1.0,353860825.86,-
717,1688688000000,KLU,KT PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.476959,1755035975.0,7199.0,2592116341.64,-
718,1688688000000,KMA,KT PORTFÖY KMA KATILIM SERBEST (DÖVİZ) ÖZEL FON,26.137877,23952111.0,2.0,626057327.98,-
719,1688688000000,KMS,KT PORTFÖY MİSS KATILIM SERBEST (DÖVİZ) ÖZEL FON,26.599257,9392507.0,3.0,249833710.13,-
720,1688688000000,KMT,KT PORTFÖY KAM KATILIM SERBEST (TL) ÖZEL FON,0.0,0.0,0.0,0.0,-
721,1688688000000,KNC,AK PORTFÖY ÖPY ÜÇÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,28.845074,6751164.0,1.0,194737821.99,-
722,1688688000000,KNP,AK PORTFÖY KOR SERBEST (DÖVİZ) ÖZEL FON,31.7753,3500244.0,2.0,111221304.4,-
723,1688688000000,KNS,KT PORTFÖY NKS KATILIM SERBEST (TL) ÖZEL FON,1.182645,536522937.0,1.0,634516023.03,-
724,1688688000000,KNT,AK PORTFÖY VİRA SERBEST (DÖVİZ) ÖZEL FON,27.037562,2866142.0,4.0,77493493.23,-
725,1688688000000,KNV,AK PORTFÖY OPERA SERBEST (DÖVİZ) ÖZEL FON,28.814517,4299064.0,4.0,123875454.78,-
726,1688688000000,KNZ,AK PORTFÖY MNM SERBEST (DÖVİZ) ÖZEL FON,28.777749,5217992.0,1.0,150162065.63,-
727,1688688000000,KOP,QİNVEST PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,3.216629,179094357.0,1.0,576080079.05,-
728,1688688000000,KOZ,İŞ PORTFÖY KOZA SERBEST (DÖVİZ) ÖZEL FON,26.559095,11000000.0,4.0,292150046.74,-
729,1688688000000,KPB,KARE PORTFÖY ÖPY BİRİNCİ SERBEST ÖZEL FON,4.04959,117545740.0,1.0,476011998.07,-
730,1688688000000,KPC,KT PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.712037,133355810.0,6122.0,761733331.1,-
731,1688688000000,KPK,İŞ PORTFÖY DURUSU SERBEST (DÖVİZ) ÖZEL FON,3.949583,44529682.0,1.0,175873689.63,-
732,1688688000000,KPU,KT PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.223689,8344236.0,441.0,10210746.42,-
733,1688688000000,KRC,KARE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,0.045948,402140620.0,165.0,18477481.26,-
734,1688688000000,KRF,KARE PORTFÖY BİRİNCİ DEĞİŞKEN FON,5.998417,10252890.0,367.0,61501107.88,-
735,1688688000000,KRS,KARE PORTFÖY SERBEST (DÖVİZ) FON,0.221633,1644973062.0,122.0,364580934.06,-
736,1688688000000,KRT,KARE PORTFÖY TÜRKİYE ODAKLI SERBEST (DÖVİZ ) FON,32.723522,10762944.0,50.0,352201437.35,-
737,1688688000000,KSA,HEDEF PORTFÖY KISA VADELİ SERBEST (TL) FON,1.02233,62519900.0,64.0,63915990.36,-
738,1688688000000,KSD,QİNVEST PORTFÖY BİRİNCİ KATILIM SERBEST FON,3.952856,2600480.0,21.0,10279323.36,-
739,1688688000000,KSG,KT PORTFÖY KSF KATILIM SERBEST (DÖVİZ) ÖZEL FON,28.233817,10002000.0,5.0,282394639.83,-
740,1688688000000,KSO,İSTANBUL PORTFÖY KAROLİN SERBEST (DÖVİZ) ÖZEL FON,0.0,0.0,0.0,0.0,-
741,1688688000000,KSR,KT PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU,1.844667,63386408.0,1435.0,116926821.14,-
742,1688688000000,KSV,KT PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,1.722428,3925023237.0,1702.0,6760569637.86,-
743,1688688000000,KSY,YAPI KREDİ PORTFÖY PY KANDİLLİ SERBEST ÖZEL FON,2.915489,121606794.0,26.0,354543285.95,-
744,1688688000000,KTE,KT PORTFÖY CEYLAN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) ÖZEL FON,19.874423,3553469.0,1.0,70623146.14,-
745,1688688000000,KTM,KT PORTFÖY BİRİNCİ KATILIM (TL) FONU,6.155152,33546156.0,3615.0,206481690.34,-
746,1688688000000,KTN,KT PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,2.936779,100807475.0,1658.0,296049273.4,-
747,1688688000000,KTR,KT PORTFÖY BİRİNCİ KATILIM SERBEST (TL) FON,3.092186,2084941535.0,37.0,6447027132.71,-
748,1688688000000,KTS,KT PORTFÖY İKİNCİ KATILIM SERBEST FON,4.811111,689804.0,33.0,3318723.58,-
749,1688688000000,KTT,KT PORTFÖY DÖRDÜNCÜ KATILIM SERBEST (DÖVİZ) FON,30.6651,7026829.0,175.0,215478413.92,-
750,1688688000000,KTU,KT PORTFÖY NEOVA KATILIM SERBEST ÖZEL (TL) FON,7.499498,18092548.0,1.0,135685030.71,-
751,1688688000000,KTV,KT PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,2.403958,1979178841.0,15712.0,4757863188.14,-
752,1688688000000,KUB,KARE PORTFÖY DEĞİŞKEN  (DÖVİZ) FONU,0.284717,3149203538.0,6070.0,896633284.56,-
753,1688688000000,KUT,KT PORTFÖY KIYMETLİ MADENLER KATILIM FONU,2.829655,138019261.0,5328.0,390546888.84,-
754,1688688000000,KVS,AZİMUT PORTFÖY KISA VADELİ SERBEST (TL) FON,1.043537,706679411.0,168.0,737446202.47,-
755,1688688000000,KYA,KARE PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),0.441241,69879800.0,477.0,30833816.02,-
756,1688688000000,KZL,KT PORTFÖY KIZILAY'A DESTEK ALTIN KATILIM FONU,6.58594,904911165.0,9345.0,5959690209.43,-
757,1688688000000,LCT,AZİMUT PORTFÖY ALAÇATI HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0.74214,169418680.0,2.0,125732450.84,-
758,1688688000000,LFD,İŞ PORTFÖY AZİM SERBEST ÖZEL FON,2.961798,403041775.0,1.0,1193728165.72,-
759,1688688000000,LHM,AK PORTFÖY NETA SERBEST (DÖVİZ) ÖZEL FON,30.292114,4045673.0,2.0,122551987.64,-
760,1688688000000,LHP,AK PORTFÖY YEDİNCİ SERBEST (DÖVİZ) FON,28.216818,185867504.0,1349.0,5244589507.78,-
761,1688688000000,LRT,ATA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST (TL) FON,0.0,0.0,0.0,0.0,-
762,1688688000000,LZV,AZİMUT PORTFÖY İLA HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),7.831768,90186569.0,2.0,706320297.39,-
763,1688688000000,MAC,MARMARA CAPITAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.279873,8945206476.0,32576.0,2503518224.94,-
764,1688688000000,MAD,MEKSA PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.387435,59832024.0,762.0,23181012.76,-
765,1688688000000,MAS,MARMARA CAPİTAL PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),4.186086,86027502.0,77.0,360118505.93,-
766,1688688000000,MBL,MEKSA PORTFÖY İKİNCİ DEĞİŞKEN FON,0.084944,15792290.0,112.0,1341452.97,-
767,1688688000000,MET,GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,1.62324,69732728.0,5400.0,113192970.84,-
768,1688688000000,MJB,AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU,2.614735,51165515.0,664.0,133784272.05,-
769,1688688000000,MJE,ALBARAKA PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,28.389394,41900659.0,290.0,1189534311.95,-
770,1688688000000,MJG,AKTİF PORTFÖY GÜMÜŞ FON SEPETİ FONU,2.268671,74510450.0,2169.0,169039708.51,-
771,1688688000000,MJH,AKTİF PORTFÖY FORTUNA SERBEST FON,2.400275,49032364.0,34.0,117691161.26,-
772,1688688000000,MJK,MEKSA PORTFÖY KARDELEN SERBEST FON,11.323551,28622940.0,44.0,324113313.5,-
773,1688688000000,MJL,AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ-AVRO) FON,29.176146,18553001.0,409.0,541305071.88,-
774,1688688000000,MKG,AKTİF PORTFÖY ALTIN KATILIM FONU,4.132646,117465604.0,2652.0,485443815.88,-
775,1688688000000,MLS,AKTİF PORTFÖY BİRİNCİ SERBEST FON,8.097562,75725123.0,4.0,613188873.09,-
776,1688688000000,MMA,MAQASİD PYŞ ALTIN KATILIM FONU,0.0,0.0,0.0,0.0,-
777,1688688000000,MMH,AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.878394,14215429.0,528.0,83563890.41,-
778,1688688000000,MPD,AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ) FON,29.344094,84386351.0,772.0,2476240999.4,-
779,1688688000000,MPF,AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,2.533861,104783870.037,743.0,265507776.81,-
780,1688688000000,MPK,AKTİF PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,2.921777,22382784.276,1131.0,65397508.52,-
781,1688688000000,MPN,AKTİF PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON,24.859123,1958348.0,98.0,48682814.19,-
782,1688688000000,MPP,MEKSA PORTFÖY PRİME SERBEST FON,10.862074,10843015.0,28.0,117777633.32,-
783,1688688000000,MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),9.006345,15154108.324,2347.0,136483120.84,-
784,1688688000000,MSB,MAQASİD PYŞ BİRİNCİ KATILIM SERBEST(DÖVİZ)FON,0.0,0.0,0.0,22.33,-
785,1688688000000,MSH,MAQASİD PORTFÖY İKİNCİ  KATILIM SERBEST FON,0.0,0.0,0.0,206.33,-
786,1688688000000,MSK,AZİMUT PORTFÖY MSG SERBEST (TL) ÖZEL FON,1.077727,300000000.0,1.0,323318007.24,-
787,1688688000000,MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,1.256158,21552170.0,306.0,27072936.96,-
788,1688688000000,MTV,AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,1.761821,36554797.0,10794.0,64403024.78,-
789,1688688000000,MTX,TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON,1.6907,46902398.0,2295.0,79297886.32,-
790,1688688000000,MVK,MAQASİD PYŞ KISA VADELİ KATILIM SERBEST FON,0.0,0.0,0.0,239.87,-
791,1688688000000,NBH,NEO PORTFÖY İKİNCİ SERBEST FON,1.859926,2832806.0,98.0,5268809.43,-
792,1688688000000,NBZ,NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,34.668918,34147175.0,142.0,1183845604.93,-
793,1688688000000,NCS,NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,26.068326,2769140.0,32.0,72186844.26,-
794,1688688000000,NDI,ALLBATROSS PORTFÖY İZMİR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.309522,6629567.0,13.0,8681566.36,-
795,1688688000000,NDL,ALLBATROSS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),1.134972,242575813.0,1.0,275316681.9,-
796,1688688000000,NFK,HEDEF PORTFÖY NEHİR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.458274,514077173.0,91.0,749665323.7,-
797,1688688000000,NHP,NEO PORTFÖY BİRİNCİ FON SEPETİ FONU,1.883594,1035452.0,139.0,1950371.09,-
798,1688688000000,NHT,AZİMUT PORTFÖY NH SERBEST (DÖVİZ) ÖZEL FON,25.435502,13965035.0,2.0,355207681.47,-
799,1688688000000,NHV,NUROL PORTFÖY BİRİNCİ SERBEST (TL) ÖZEL FON,1.285948,831746852.0,2.0,1069582974.34,-
800,1688688000000,NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.164788,21906241.0,848.0,47422375.66,-
801,1688688000000,NIG,TRIVE PORTFÖY SERBEST FON,1.545493,740624.0,12.0,1144629.43,-
802,1688688000000,NJF,NUROL PORTFÖY ALTIN FONU,2.917048,10118783.0,526.0,29516980.23,-
803,1688688000000,NJG,NUROL PORTFÖY BİRİNCİ SERBEST FON,1.478511,32222038.0,10.0,47640637.74,-
804,1688688000000,NJR,NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,1.499372,42173968.0,96.0,63234464.34,-
805,1688688000000,NJY,NUROL PORTFÖY BİRİNCİ KATILIM FONU,2.084179,5239207.0,578.0,10919443.62,-
806,1688688000000,NKJ,ATA PORTFÖY YEDİNCİ SERBEST (TL) FON,5.108534,83942859.0,1.0,428824927.88,-
807,1688688000000,NKK,ATA PORTFÖY YÖNETİMİ A.Ş. SEKİZİNCİ SERBEST FON,2.637392,28081364.0,22.0,74061570.08,-
808,1688688000000,NKS,NUROL PORTFÖY İKİNCİ SERBEST (TL) FON,1.120332,14000000.0,12.0,15684651.96,-
809,1688688000000,NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),7.748848,254324866.0,21753.0,1970724808.19,-
810,1688688000000,NOV,AZİMUT PORTFÖY INOVA AGRO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),67.243085,35440233.0,1.0,2383110587.07,-
811,1688688000000,NP1,NEO PORTFÖY YASEMİN SERBEST FON,1.498368,497197422.0,186.0,744984648.38,-
812,1688688000000,NRC,NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,4.62645,33091007.0,5258.0,153093884.96,-
813,1688688000000,NRG,NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU,1.465337,1117018638.0,3022.0,1636808423.31,-
814,1688688000000,NRM,NEO PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,27.199173,7565886.0,3.0,205785845.56,-
815,1688688000000,NSD,NUROL PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,28.638095,956454.0,1.0,27391020.43,-
816,1688688000000,NSK,NEO PORTFÖY BİRİNCİ SERBEST FON,1.861733,63850106.0,39.0,118871842.02,-
817,1688688000000,NSS,NUROL PORTFÖY SONENBERG SERBEST (DÖVİZ) ÖZEL FON,27.292319,15947493.0,1.0,435244062.11,-
818,1688688000000,NTB,AZİMUT PORTFÖY AVŞAR SERBEST ÖZEL FON,2.622995,345349930.0,1.0,905851168.22,-
819,1688688000000,NTC,AZİMUT PORTFÖY RES SERBEST ÖZEL FON,4.900553,4144111.0,2.0,20308436.85,-
820,1688688000000,NTF,NEO PORTFÖY TEK SERBEST (TL) FON,1.297958,47199219.0,1.0,61262614.83,-
821,1688688000000,NTO,NUROL PORTFÖY TRADA SERBEST (DÖVİZ) ÖZEL FON,28.442398,6234737.0,4.0,177330873.43,-
822,1688688000000,NTS,NUROL PORTFÖY TAŞINMAZ SEKTÖRÜ SERBEST FON,0.0,0.0,0.0,0.0,-
823,1688688000000,NVB,NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON,1.274846,623547855.0,1542.0,794927612.53,-
824,1688688000000,NVC,NEO PORTFÖY VENTO SERBEST FON,1.709096,11949676.0,4.0,20423149.04,-
825,1688688000000,NVP,NUROL PORTFÖY İKİNCİ SERBEST (DÖVİZ) ÖZEL FON,27.663852,2443050.0,1.0,67584172.69,-
826,1688688000000,NVT,NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,1.255656,180534070.0,19.0,226688657.47,-
827,1688688000000,NVZ,NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON,0.0,0.0,0.0,0.0,-
828,1688688000000,NYH,NUROL PORTFÖY İAU SERBEST (DÖVİZ) ÖZEL FON,28.259915,10941414.0,1.0,309203430.91,-
829,1688688000000,NZH,NEO PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,1.640092,2503520.0,74.0,4106002.73,-
830,1688688000000,NZT,NEO PORTFÖY PY BORÇLANMA ARAÇLARI  ÖZEL FONU,1.611412,141956.0,1.0,228749.55,-
831,1688688000000,OAB,QNB FİNANS PORTFÖY AYDOĞAN SERBEST (DÖVİZ) ÖZEL FON,29.531781,9600650.0,3.0,283524296.53,-
832,1688688000000,OAC,QNB FİNANS PORTFÖY ONBEŞİNCİ SERBEST (DÖVİZ) FON,26.18369,4370000.0,63.0,114422725.39,-
833,1688688000000,OAV,QNB FİNANS PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FONU,27.987076,55630000.0,426.0,1556921035.11,-
834,1688688000000,OBI,OYAK PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI (TL) FONU,1.131406,22443431.0,204.0,25392639.91,-
835,1688688000000,OBP,OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON,0.058884,112214675.0,575.0,6607666.71,-
836,1688688000000,OBR,AK PORTFÖY ONBİRİNCİ SERBEST (DÖVİZ) FON,0.0,0.0,0.0,0.0,-
837,1688688000000,OCM,QNB FİNANS PORTFÖY SM SERBEST (DÖVİZ) ÖZEL FON,28.36675,8952270.0,2.0,253946807.68,-
838,1688688000000,OCN,QNB FİNANS PORTFÖY SEFA SERBEST (DÖVİZ) ÖZEL FON,26.599865,98683.0,4.0,2624954.47,-
839,1688688000000,OCT,QNB FİNANS PORTFÖY DENİZ YILDIZI SERBEST (DÖVİZ) ÖZEL FON,28.434847,7124911.0,2.0,202595752.58,-
840,1688688000000,ODD,OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON,4.301612,40769547.0,28.0,175374753.13,-
841,1688688000000,ODP,OSMANLI PORTFÖY BİRİNCİ SERBEST FON,2.007496,57575404.0,122.0,115582372.41,-
842,1688688000000,ODS,OYAK PORTFÖY İKİNCİ SERBEST(DÖVİZ) FON,31.528774,14726620.0,137.0,464312269.47,-
843,1688688000000,ODV,AK PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,6.821821,110279487.0,3778.0,752306920.49,-
844,1688688000000,OFA,OYAK PORTFÖY TÜRKİYE FİNANS KATILIM SERBEST (DÖVİZ-AVRO) FON,0.0,0.0,0.0,0.0,-
845,1688688000000,OFB,OYAK PORTFÖY BEŞİNCİ SERBEST (TL) FON,3.016996,114706670.0,32.0,346069594.69,-
846,1688688000000,OFH,QNB FİNANS PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ) FON,27.204834,13930000.0,120.0,378963332.71,-
847,1688688000000,OFI,OYAK PORTFÖY İKİNCİ FON SEPETİ FONU,1.563857,57579113.0,285.0,90045482.76,-
848,1688688000000,OFK,OYAK PORTFÖY TÜRKİYE FİNANS KATILIM SERBEST (DÖVİZ-ABD DOLARI) FON,26.346629,32122608.0,296.0,846322438.96,-
849,1688688000000,OFO,QNB FİNANS PORTFÖY JKDK SERBEST (DÖVİZ) ÖZEL FON,30.271232,30885235.0,1.0,934934112.43,-
850,1688688000000,OFS,OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU,2.745835,34384660.0,421.0,94414602.06,-
851,1688688000000,OGD,OYAK PORTFÖY ALTIN KATILIM FONU,3.057354,123240663.0,1900.0,376790300.03,-
852,1688688000000,OGF,OYAK PORTFÖY OYAK ÜYELERI İLE ÇALIŞANLARıNA YÖNELİK BORÇLANMA ARAÇLARI ÖZEL FONU,2.571387,15155120.0,441.0,38969673.56,-
853,1688688000000,OGV,QNB FİNANS PORTFÖY HUNA SERBEST (DÖVİZ) ÖZEL FON,29.353615,4942968.0,1.0,145093977.22,-
854,1688688000000,OHB,OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.405416,59928139.0,762.0,503720952.64,-
855,1688688000000,OHK,OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.110895,4211378.0,239.0,4678399.94,-
856,1688688000000,OIL,OSMANLI PORTFÖY AGRESİF FON SEPETİ FONU,2.055598,5262117.0,1564.0,10816798.54,-
857,1688688000000,OIR,OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU,1.48071,4191665.0,105.0,6206641.43,-
858,1688688000000,OIS,QİNVEST PORTFÖY İKİNCİ SERBEST ÖZEL FON,1.405825,638051734.0,1.0,896988930.89,-
859,1688688000000,OJA,QNB FİNANS PORTFÖY ALTINCI SERBEST (DÖVİZ) FON,27.177854,15738589.0,101.0,427741072.85,-
860,1688688000000,OJB,QNB FİNANS PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,26.333652,505779500.0,5458.0,13319021200.71,-
861,1688688000000,OJF,QNB FİNANS PORTFÖY YEDİNCİ SERBEST (DÖVİZ)  FON,19.822164,13590000.0,0.0,269383204.09,-
862,1688688000000,OJH,QİNVEST PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),2.719647,5719326.0,50.0,15554549.96,-
863,1688688000000,OJK,QNB FİNANS PORTFÖY ALTIN FONU,3.193614,1072470759.0,8770.0,3425057802.44,-
864,1688688000000,OJN,QNB FİNANS PORTFÖY ONUNCU SERBEST (DÖVİZ) FON,27.090362,6020000.0,49.0,163083977.62,-
865,1688688000000,OJT,QNB FİNANS PORTFÖY TEKNOLOJİ FON SEPETİ FONU,3.252227,247016112.0,4387.0,803352528.69,-
866,1688688000000,OJU,QNB FİNANS PORTFÖY UFUK SERBEST (DÖVİZ) ÖZEL  FON,26.248364,5330479.0,2.0,139916355.49,-
867,1688688000000,OJY,QNB FİNANS PORTFÖY YALÇIN SERBEST (DÖVİZ) ÖZEL FON,26.649247,25998858.0,4.0,692849998.18,-
868,1688688000000,OKD,OYAK PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.171372,213336420.0,693.0,36559920.53,-
869,1688688000000,OKF,OYAK PORTFÖY KAR PAYI ÖDEYEN BİRİNCİ SERBEST (TL) FON,1.349948,1557071043.0,14.0,2101964628.29,-
870,1688688000000,OKP,OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,1.78899,3083764.0,82.0,5516822.21,-
871,1688688000000,OKT,OYAK PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,0.045221,2165018997.0,575.0,97904477.37,-
872,1688688000000,OLA,OSMANLI PORTFÖY İKİNCİ SERBEST (DÖVİZ- AVRO) FON,26.004238,648450.0,20.0,16862448.36,-
873,1688688000000,OLC,QNB FİNANS PORTFÖY SADİL SERBEST (DÖVİZ) ÖZEL FON,133.479163,215.0,1.0,28698.02,-
874,1688688000000,OLD,QNB FİNANS PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU,1.767455,107118597.0,2744.0,189327349.8,-
875,1688688000000,OLE,OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU,1.392235,5271532.0,99.0,7339213.25,-
876,1688688000000,OMB,QİNVEST PORTFÖY MAB SERBEST (DÖVİZ) ÖZEL FON,26.364637,2943048.0,1.0,77592391.2,-
877,1688688000000,OMC,QNB FİNANS PORTFÖY ORKİDE SERBEST (DÖVİZ) ÖZEL FON,29.287304,8220894.0,2.0,240767819.23,-
878,1688688000000,OME,A1 PORTFÖY BİRİNCİ SERBEST FON,6.983945,37435675.0,59.0,261448704.68,-
879,1688688000000,ONK,AK PORTFÖY ONİKİNCİ SERBEST (DÖVİZ-AVRO) FON,0.0,0.0,0.0,0.0,-
880,1688688000000,ONN,AKTİF PORTFÖY AKTİF ONİKS SERBEST (TL) FON,1.77388,178225247.0,101.0,316150115.36,-
881,1688688000000,ONS,İŞ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,26.25316,52694411.0,261.0,1383394810.92,-
882,1688688000000,OPB,OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON,4.38764,11468414.0,951.0,50319272.14,-
883,1688688000000,OPD,OSMANLI PORTFÖY ANKA SERBEST FON,2.384012,1163794.0,11.0,2774499.4,-
884,1688688000000,OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),10.021098,35445680.574,4451.0,355204625.15,-
885,1688688000000,OPI,OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),9.710533,18667968.0,1802.0,181275926.22,-
